name,loc,sql_size,cols,tables,total_rows,total_cells
spider/entrepreneur/0012,,23,9,2,20,76
spider/entrepreneur/0013,,11,5,1,11,40
spider/entrepreneur/0014,,13,5,1,7,31
spider/entrepreneur/0015,,14,5,1,7,31
spider/entrepreneur/0016,,27,9,2,20,82
spider/entrepreneur/0017,,15,9,2,16,72
spider/entrepreneur/0018,,24,5,1,7,31
spider/entrepreneur/0019,,8,5,1,7,31
spider/entrepreneur/0020,,25,9,2,15,71
spider/epinions_1/0001,,12,2,1,9,17
spider/epinions_1/0002,,6,2,1,16,32
spider/epinions_1/0003,,6,5,1,8,36
spider/epinions_1/0004,,6,2,1,8,15
spider/epinions_1/0005,,13,5,1,8,37
spider/epinions_1/0006,,8,5,1,8,36
spider/epinions_1/0007,,8,5,1,8,36
spider/epinions_1/0008,,8,5,1,8,36
spider/epinions_1/0009,,15,6,2,16,52
spider/epinions_1/0010,,15,6,2,19,54
spider/epinions_1/0011,,26,6,2,17,53
spider/epinions_1/0012,,32,6,2,17,53
spider/epinions_1/0015,,57,6,2,17,53
spider/epinions_1/0016,,30,6,2,16,52
spider/epinions_1/0017,,9,2,1,16,24
spider/epinions_1/0018,,27,6,2,15,50
spider/epinions_1/0019,,34,6,2,16,53
spider/epinions_1/0020,,34,6,2,16,53
spider/epinions_1/0021,,28,6,2,16,53
spider/epinions_1/0022,,25,6,2,16,53
spider/epinions_1/0023,,25,6,2,15,50
spider/epinions_1/0024,,29,5,2,17,42
spider/epinions_1/0025,,27,5,2,21,51
spider/epinions_1/0026,,24,5,2,17,42
spider/epinions_1/0027,,15,6,2,18,54
spider/epinions_1/0028,,15,6,2,15,50
spider/farm/0001,,6,10,1,9,81
spider/farm/0002,,9,10,1,16,88
spider/farm/0003,,12,5,1,11,35
spider/farm/0004,,9,5,1,12,36
spider/farm/0005,,14,10,1,9,81
spider/farm/0006,,13,10,1,9,82
spider/farm/0007,,8,6,1,6,31
spider/farm/0008,,9,6,1,10,35
spider/farm/0009,,14,6,1,6,32
spider/farm/0010,,23,11,2,17,72
spider/farm/0011,,28,11,2,12,61
spider/farm/0012,,27,11,2,12,61
spider/farm/0013,,26,11,2,14,63
spider/farm/0014,,13,6,1,7,34
spider/farm/0015,,11,6,1,7,32
spider/farm/0016,,13,6,1,6,31
spider/farm/0018,,24,6,1,6,31
spider/farm/0019,,19,6,1,8,33
spider/farm/0020,,12,6,1,6,31
spider/film_rank/0001,,6,5,1,14,66
spider/film_rank/0002,,6,5,1,26,78
spider/film_rank/0003,,8,5,1,14,66
spider/film_rank/0004,,9,7,1,18,81
spider/film_rank/0005,,12,7,1,10,64
spider/film_rank/0006,,13,3,1,7,20
spider/film_rank/0007,,12,3,1,7,19
spider/film_rank/0008,,9,3,1,12,24
spider/film_rank/0009,,9,3,1,12,24
spider/film_rank/0010,,23,11,2,31,146
spider/film_rank/0011,,26,11,2,23,129
spider/film_rank/0012,,28,9,2,16,82
spider/film_rank/0013,,23,9,2,24,99
spider/film_rank/0014,,30,9,2,19,85
spider/film_rank/0015,,11,5,1,23,85
spider/film_rank/0016,,13,5,1,14,66
spider/film_rank/0017,,14,5,1,16,68
spider/film_rank/0018,,15,11,2,31,137
spider/film_rank/0019,,24,5,1,14,66
spider/film_rank/0020,,15,5,1,15,69
spider/film_rank/0021,,18,5,1,22,74
spider/film_rank/0022,,16,5,1,23,75
spider/film_rank/0023,,24,11,2,23,129
spider/film_rank/0024,,36,13,3,38,166
spider/flight_1/0001,,6,3,1,17,49
spider/flight_1/0002,,9,3,1,32,80
spider/flight_1/0003,,12,3,1,30,62
spider/flight_1/0004,,14,3,1,17,49
spider/flight_1/0005,,15,3,1,17,50
spider/flight_1/0006,,18,3,1,17,51
spider/flight_1/0007,,14,3,1,17,50
spider/flight_1/0008,,11,3,1,19,51
spider/flight_1/0009,,18,3,1,23,55
spider/flight_1/0010,,6,3,1,32,94
spider/flight_1/0011,,12,3,1,62,155
spider/flight_1/0012,,12,3,1,46,108
spider/flight_1/0013,,14,3,1,32,94
spider/flight_1/0014,,15,3,1,32,95
spider/flight_1/0015,,13,3,1,32,95
spider/flight_1/0016,,14,3,1,32,95
spider/flight_1/0017,,11,3,1,34,96
spider/flight_1/0018,,18,3,1,44,106
spider/flight_1/0019,,15,3,1,32,95
spider/flight_1/0020,,6,8,1,11,81
spider/flight_1/0021,,15,8,1,20,110
spider/flight_1/0022,,12,8,1,18,88
spider/flight_1/0023,,12,8,1,12,82
spider/flight_1/0024,,22,8,1,12,84
spider/flight_1/0025,,12,8,1,16,86
spider/flight_1/0026,,21,8,1,11,81
spider/flight_1/0027,,15,8,1,13,86
spider/flight_1/0028,,14,8,1,11,82
spider/flight_1/0029,,11,8,1,13,83
spider/flight_1/0030,,19,8,1,11,82
spider/flight_1/0031,,11,8,1,12,84
spider/flight_1/0032,,11,8,1,19,98
spider/flight_1/0033,,13,8,1,11,81
spider/flight_1/0034,,13,8,1,11,81
spider/flight_1/0035,,26,9,2,27,129
spider/flight_1/0036,,26,9,2,28,130
spider/flight_1/0037,,25,9,2,34,144
spider/flight_1/0038,,28,9,2,28,130
spider/flight_1/0039,,8,2,1,70,139
spider/flight_1/0040,,12,4,2,111,242
spider/flight_1/0041,,37,5,3,118,281
spider/flight_1/0042,,37,5,3,124,287
spider/flight_1/0043,,74,5,3,120,283
spider/flight_1/0044,,43,5,3,138,301
spider/flight_1/0045,,27,4,2,86,187
spider/flight_1/0046,,36,4,2,90,191
spider/flight_1/0047,,31,4,2,101,233
spider/flight_1/0048,,45,5,3,117,280
spider/flight_4/0001,,12,9,1,7185,64657
spider/flight_4/0002,,21,9,1,7188,64672
spider/flight_4/0003,,6,7,1,6163,43135
spider/flight_4/0004,,12,7,1,6163,43135
spider/flight_4/0005,,14,9,1,7185,64657
spider/flight_4/0006,,19,9,1,7310,64782
spider/flight_4/0007,,12,7,1,6168,43140
spider/flight_4/0008,,14,9,1,8769,66241
spider/flight_4/0009,,11,9,1,7185,64657
spider/flight_4/0010,,12,9,1,7185,64657
spider/flight_4/0011,,14,9,1,7185,64657
spider/flight_4/0012,,25,14,2,73403,581055
spider/flight_4/0013,,24,17,2,74425,602577
spider/flight_4/0014,,17,9,1,7185,64659
spider/flight_4/0015,,17,9,1,7185,64659
spider/flight_4/0016,,35,17,2,74425,602579
spider/flight_4/0017,,31,14,2,73412,581074
spider/flight_4/0018,,35,17,2,74425,602579
spider/flight_4/0019,,27,14,2,73403,581055
spider/flight_4/0020,,13,7,1,6163,43135
spider/flight_4/0021,,19,7,1,6163,43135
spider/flight_4/0022,,14,7,1,6440,43690
spider/flight_4/0023,,14,9,1,7421,65130
spider/flight_4/0024,,20,9,1,8393,67074
spider/flight_4/0025,,20,9,1,7198,64670
spider/flight_4/0026,,,9,1,7185,64657
spider/flight_4/0027,,17,9,1,7623,65534
spider/flight_4/0028,,17,9,1,7299,64771
spider/flight_4/0029,,25,17,2,77582,608892
spider/flight_4/0030,,28,17,2,77582,608892
spider/flight_4/0031,,13,9,1,7421,65130
spider/flight_4/0032,,14,9,1,7508,64980
spider/flight_4/0033,,32,14,2,73949,582695
spider/flight_4/0034,,25,17,2,74425,602577
spider/flight_4/0035,,44,19,3,80587,645711
spider/flight_4/0036,,25,17,2,74425,602577
spider/flight_4/0037,,35,17,2,74425,602577
spider/flight_4/0038,,35,17,2,84931,613083
spider/flight_4/0039,,27,14,2,73403,581055
spider/flight_4/0040,,34,17,2,74425,602577
spider/flight_4/0041,,34,17,2,74425,602577
spider/flight_company/0001,,12,8,1,14,105
spider/flight_company/0002,,15,8,1,26,143
spider/flight_company/0003,,18,6,1,18,90
spider/flight_company/0004,,8,6,1,15,85
spider/flight_company/0005,,14,8,1,14,105
spider/flight_company/0006,,23,13,2,40,214
spider/flight_company/0007,,12,6,1,17,62
spider/flight_company/0008,,26,13,2,28,189
spider/flight_company/0009,,32,13,2,30,194
spider/flight_company/0010,,35,13,2,23,161
spider/flight_company/0011,,34,13,2,24,160
spider/flight_company/0012,,16,6,1,15,86
spider/flight_company/0013,,21,13,2,23,159
spider/flight_company/0014,,52,13,2,28,189
spider/flight_company/0015,,12,6,1,10,55
spider/flight_company/0016,,36,17,3,44,258
spider/flight_company/0017,,11,6,1,16,68
spider/flight_company/0018,,14,6,1,10,55
spider/flight_company/0019,,13,8,1,14,105
spider/game_1/0001,,6,3,1,7,19
spider/game_1/0002,,8,3,1,7,19
spider/game_1/0003,,6,3,1,12,24
spider/game_1/0004,,12,3,1,12,30
spider/game_1/0005,,12,3,1,7,19
spider/game_1/0006,,12,3,1,7,19
spider/game_1/0007,,12,3,1,7,19
spider/game_1/0008,,11,3,1,12,30
spider/game_1/0009,,13,3,1,7,19
spider/game_1/0010,,13,3,1,7,19
spider/game_1/0011,,12,8,1,35,273
spider/game_1/0012,,12,8,1,37,275
spider/game_1/0013,,12,8,1,52,290
spider/game_1/0014,,23,8,1,40,296
spider/game_1/0015,,14,8,1,43,281
spider/game_1/0016,,8,5,1,15,71
spider/game_1/0017,,8,5,1,15,71
spider/game_1/0018,,12,5,1,22,78
spider/game_1/0019,,26,12,2,56,350
spider/game_1/0020,,8,5,1,15,71
spider/game_1/0021,,21,5,1,15,71
spider/game_1/0022,,11,5,1,24,90
spider/game_1/0023,,16,5,1,26,106
spider/game_1/0024,,16,5,1,24,80
spider/game_1/0025,,31,12,2,49,344
spider/game_1/0026,,19,5,1,15,71
spider/game_1/0027,,12,12,2,70,364
spider/game_1/0028,,24,12,2,52,346
spider/game_1/0029,,24,12,2,50,344
spider/game_1/0030,,24,12,2,72,366
spider/game_1/0031,,40,12,2,49,344
spider/game_1/0032,,32,12,2,49,344
spider/game_1/0033,,8,3,1,11,31
spider/game_1/0034,,12,10,2,73,331
spider/game_1/0035,,12,7,2,25,101
spider/game_1/0036,,13,3,1,16,42
spider/game_1/0037,,13,3,1,15,40
spider/game_1/0038,,28,5,2,17,49
spider/game_1/0039,,29,5,2,18,50
spider/game_1/0040,,44,12,3,53,323
spider/game_1/0041,,38,12,2,53,352
spider/game_injury/0001,,12,8,1,21,161
spider/game_injury/0002,,9,8,1,40,180
spider/game_injury/0003,,12,8,1,40,220
spider/game_injury/0004,,18,6,1,14,81
spider/game_injury/0005,,12,6,1,16,81
spider/game_injury/0006,,18,6,1,28,129
spider/game_injury/0007,,26,13,2,36,251
spider/game_injury/0008,,36,13,2,38,259
spider/game_injury/0009,,42,18,3,49,330
spider/game_injury/0010,,49,18,3,51,334
spider/game_injury/0011,,8,6,1,16,91
spider/game_injury/0012,,15,13,2,36,251
spider/game_injury/0013,,28,13,2,36,251
spider/game_injury/0014,,74,18,3,49,329
spider/game_injury/0015,,50,18,3,52,340
spider/game_injury/0016,,12,6,1,15,80
spider/game_injury/0017,,25,13,2,45,262
spider/game_injury/0018,,27,13,2,50,280
spider/gas_company/0001,,6,9,1,11,91
spider/gas_company/0002,,12,9,1,20,110
spider/gas_company/0003,,15,9,1,16,102
spider/gas_company/0004,,12,9,1,20,110
spider/gas_company/0005,,18,9,1,11,93
spider/gas_company/0006,,6,9,1,13,93
spider/gas_company/0007,,11,9,1,15,100
spider/gas_company/0008,,13,9,1,13,96
spider/gas_company/0009,,18,9,1,11,92
spider/gas_company/0011,,15,6,1,22,99
spider/gas_company/0012,,14,6,1,12,67
spider/gas_company/0013,,14,6,1,22,88
spider/gas_company/0014,,24,9,1,13,93
spider/gas_company/0015,,18,9,1,12,92
spider/gas_company/0016,,25,11,2,21,118
spider/gas_company/0017,,18,11,2,21,118
spider/gas_company/0018,,37,16,3,29,176
spider/gas_company/0019,,37,16,3,33,180
spider/gas_company/0020,,19,6,1,12,67
spider/gas_company/0021,,9,6,1,22,77
spider/gas_company/0022,,24,9,1,13,99
spider/gas_company/0023,,40,16,3,30,180
spider/gymnast/0001,,6,8,1,8,57
spider/gymnast/0002,,9,8,1,14,63
spider/gymnast/0003,,9,8,1,14,63
spider/gymnast/0004,,8,8,1,8,57
spider/gymnast/0005,,9,5,1,20,60
spider/gymnast/0006,,19,13,2,24,113
spider/gymnast/0007,,26,13,2,20,109
spider/gymnast/0008,,11,5,1,11,51
spider/gymnast/0009,,11,5,1,15,55
spider/gymnast/0010,,25,13,2,18,107
spider/gymnast/0011,,21,13,2,18,107
spider/gymnast/0012,,26,13,2,19,108
spider/gymnast/0013,,25,13,2,21,114
spider/gymnast/0014,,27,13,2,18,107
spider/gymnast/0015,,28,13,2,18,107
spider/gymnast/0016,,23,13,2,24,113
spider/gymnast/0017,,25,13,2,19,108
spider/gymnast/0018,,24,5,1,11,51
spider/gymnast/0019,,8,5,1,11,51
spider/gymnast/0020,,23,13,2,24,113
spider/hospital_1/0001,,15,3,1,4,10
spider/hospital_1/0002,,15,3,1,4,10
spider/hospital_1/0003,,32,6,2,13,47
spider/hospital_1/0004,,18,13,2,22,96
spider/hospital_1/0005,,30,13,2,16,93
spider/hospital_1/0006,,11,7,1,10,64
spider/hospital_1/0007,,19,11,2,27,108
spider/hospital_1/0008,,25,11,2,22,103
spider/hospital_1/0009,,41,9,3,32,96
spider/hospital_1/0010,,25,13,2,14,88
spider/hospital_1/0011,,14,5,1,4,16
spider/hospital_1/0012,,39,14,3,17,79
spider/hospital_1/0013,,47,19,4,16,78
spider/hospital_1/0014,,17,11,2,8,40
spider/hospital_1/0015,,27,12,2,13,79
spider/hospital_1/0016,,25,8,2,16,66
spider/hospital_1/0017,,28,8,2,14,61
spider/hospital_1/0018,,34,5,2,52,212
spider/hospital_1/0019,,34,5,2,51,210
spider/hospital_1/0020,,12,5,1,39,183
spider/hospital_1/0021,,8,5,1,37,181
spider/hospital_1/0022,,37,13,3,18,75
spider/hospital_1/0023,,41,13,3,18,76
spider/hospital_1/0024,,25,10,2,10,42
spider/hospital_1/0025,,12,4,1,10,37
spider/hospital_1/0026,,11,12,2,11,61
spider/hospital_1/0027,,37,16,3,14,76
spider/hospital_1/0028,,9,5,1,6,18
spider/hospital_1/0029,,19,11,2,12,54
spider/hospital_1/0030,,9,4,1,10,25
spider/hospital_1/0031,,25,10,2,13,55
spider/hospital_1/0032,,15,9,3,32,96
spider/hospital_1/0033,,25,6,2,17,45
spider/hospital_1/0034,,19,10,2,11,47
spider/hospital_1/0035,,18,3,1,8,24
spider/hospital_1/0036,,12,3,1,14,35
spider/hospital_1/0037,,11,3,1,10,24
spider/hospital_1/0038,,37,10,3,35,121
spider/hospital_1/0039,,36,10,3,32,118
spider/hospital_1/0040,,39,10,3,32,118
spider/hospital_1/0041,,37,10,3,38,124
spider/hospital_1/0042,,49,10,3,38,124
spider/hospital_1/0044,,49,10,3,36,122
spider/hospital_1/0046,,45,9,3,27,82
spider/hospital_1/0047,,43,15,3,15,65
spider/hospital_1/0048,,35,15,3,13,63
spider/hospital_1/0049,,6,7,1,10,64
spider/hospital_1/0050,,19,10,2,12,48
spider/hr_1/0001,,23,13,2,240,1497
spider/hr_1/0002,,18,11,1,157,1327
spider/hr_1/0003,,15,11,1,108,1179
spider/hr_1/0005,,12,4,1,28,112
spider/hr_1/0006,,12,11,1,195,1265
spider/hr_1/0007,,24,11,1,195,1617
spider/hr_1/0008,,27,11,1,195,1617
spider/hr_1/0009,,14,11,1,137,1207
spider/hr_1/0010,,28,11,1,213,2343
spider/hr_1/0012,,18,11,1,111,1189
spider/hr_1/0014,,22,11,1,111,1185
spider/hr_1/0015,,15,11,1,214,1391
spider/hr_1/0016,,12,11,1,214,2354
spider/hr_1/0017,,22,11,1,155,1705
spider/hr_1/0018,,12,11,1,131,1441
spider/hr_1/0019,,12,4,1,22,79
spider/hr_1/0020,,21,4,1,24,86
spider/hr_1/0022,,13,5,1,19,71
spider/hr_1/0023,,16,11,1,109,1179
spider/hr_1/0024,,18,11,1,112,1182
spider/hr_1/0025,,19,11,1,119,1201
spider/hr_1/0026,,11,6,1,38,168
spider/hr_1/0028,,14,5,1,14,58
spider/hr_1/0029,,45,20,4,254,1642
spider/hr_1/0030,,25,13,2,145,1307
spider/hr_1/0031,,25,13,2,122,1296
spider/hr_1/0032,,26,14,2,145,1291
spider/hr_1/0033,,25,11,1,127,1217
spider/hr_1/0034,,13,11,1,119,1201
spider/hr_1/0035,,24,11,1,133,1255
spider/hr_1/0036,,18,11,1,158,1228
spider/hr_1/0037,,25,11,1,115,1193
spider/hr_1/0038,,19,13,2,145,1296
spider/hr_1/0039,,26,13,2,145,1450
spider/hr_1/0040,,16,11,1,117,1187
spider/hr_1/0041,,30,14,2,160,1321
spider/hr_1/0042,,30,13,2,140,1297
spider/hr_1/0043,,20,11,1,118,1298
spider/hr_1/0044,,23,13,2,141,1362
spider/hr_1/0045,,28,11,1,141,1279
spider/hr_1/0046,,35,11,1,140,1276
spider/hr_1/0047,,26,11,1,191,1429
spider/hr_1/0048,,42,11,1,147,1337
spider/hr_1/0049,,27,11,1,208,1379
spider/hr_1/0050,,33,11,1,117,1217
spider/hr_1/0051,,19,11,1,115,1193
spider/hr_1/0052,,15,13,2,218,2332
spider/hr_1/0053,,22,11,1,119,1237
spider/hr_1/0054,,46,18,3,263,1953
spider/hr_1/0055,,45,18,3,160,1432
spider/hr_1/0056,,27,9,2,77,327
spider/hr_1/0057,,53,20,4,254,1786
spider/hr_1/0058,,23,13,2,145,1307
spider/hr_1/0059,,42,18,3,158,1426
spider/icfp_1/0001,,6,3,1,14,40
spider/icfp_1/0002,,6,3,1,9,25
spider/icfp_1/0003,,6,2,1,8,15
spider/icfp_1/0004,,45,7,3,35,110
spider/icfp_1/0005,,45,7,3,35,110
spider/icfp_1/0006,,44,7,3,35,110
spider/icfp_1/0007,,45,8,3,36,120
spider/icfp_1/0008,,45,8,3,36,120
spider/icfp_1/0009,,41,8,3,38,125
spider/icfp_1/0010,,41,8,3,36,121
spider/icfp_1/0011,,37,7,3,37,112
spider/icfp_1/0013,,37,7,3,30,95
spider/icfp_1/0014,,37,7,3,30,95
spider/icfp_1/0015,,39,7,3,30,95
spider/icfp_1/0016,,39,7,3,30,95
spider/icfp_1/0017,,45,7,3,35,110
spider/icfp_1/0018,,45,7,3,35,110
spider/icfp_1/0019,,63,9,4,43,134
spider/icfp_1/0020,,63,9,4,43,134
spider/icfp_1/0021,,41,7,3,35,110
spider/icfp_1/0022,,38,7,3,30,95
spider/icfp_1/0023,,38,7,3,30,95
spider/icfp_1/0024,,12,2,1,8,15
spider/icfp_1/0025,,12,2,1,8,15
spider/icfp_1/0026,,37,7,3,36,111
spider/icfp_1/0027,,37,7,3,36,111
spider/icfp_1/0028,,32,5,2,22,71
spider/icfp_1/0029,,12,3,1,14,40
spider/icfp_1/0030,,12,3,1,14,40
spider/icfp_1/0031,,9,3,1,26,52
spider/icfp_1/0032,,9,3,1,26,52
spider/icfp_1/0033,,12,3,1,26,65
spider/inn_1/0001,,25,7,1,11,71
spider/inn_1/0002,,22,7,1,14,78
spider/inn_1/0003,,27,16,2,611,5471
spider/inn_1/0004,,19,9,1,602,5402
spider/inn_1/0005,,19,9,1,601,5401
spider/inn_1/0006,,40,16,2,611,5474
spider/inn_1/0009,,14,7,1,11,71
spider/inn_1/0010,,18,7,1,14,78
spider/inn_1/0011,,14,7,1,11,72
spider/inn_1/0012,,12,7,1,11,71
spider/inn_1/0013,,13,7,1,13,76
spider/inn_1/0014,,14,7,1,11,71
spider/inn_1/0015,,30,16,2,611,5471
spider/inn_1/0016,,31,16,2,611,5471
spider/inn_1/0017,,35,16,2,796,5842
spider/inn_1/0018,,6,7,1,11,71
spider/inn_1/0019,,12,7,1,11,71
spider/inn_1/0020,,11,7,1,13,76
spider/inn_1/0021,,11,7,1,11,71
spider/inn_1/0022,,14,7,1,11,72
spider/inn_1/0023,,15,7,1,14,78
spider/inn_1/0024,,17,7,1,12,74
spider/inn_1/0025,,18,7,1,13,79
spider/inn_1/0026,,9,7,1,20,80
spider/inn_1/0027,,17,7,1,13,76
spider/inn_1/0028,,19,7,1,18,78
spider/inn_1/0029,,8,7,1,11,71
spider/inn_1/0030,,14,7,1,13,76
spider/inn_1/0031,,18,7,1,14,74
spider/inn_1/0032,,15,16,2,611,5471
spider/inn_1/0033,,29,16,2,620,5500
spider/inn_1/0034,,28,16,2,614,5474
spider/inn_1/0035,,14,7,1,14,74
spider/inn_1/0036,,25,16,2,617,5477
spider/insurance_and_eClaims/0001,,9,2,1,30,45
spider/insurance_and_eClaims/0002,,25,6,2,31,106
spider/insurance_and_eClaims/0003,,13,5,1,16,76
spider/insurance_and_eClaims/0004,,14,5,1,18,78
spider/insurance_and_eClaims/0005,,13,8,1,16,122
spider/insurance_and_eClaims/0006,,37,12,2,30,177
spider/insurance_and_eClaims/0007,,43,13,3,46,226
spider/insurance_and_eClaims/0008,,43,13,3,46,226
spider/insurance_and_eClaims/0009,,25,6,2,35,110
spider/insurance_and_eClaims/0010,,6,4,1,3,9
spider/insurance_and_eClaims/0011,,27,8,2,18,84
spider/insurance_and_eClaims/0012,,12,2,1,16,31
spider/insurance_and_eClaims/0013,,26,6,2,33,108
spider/insurance_and_eClaims/0014,,34,6,2,33,108
spider/insurance_and_eClaims/0015,,12,4,2,60,90
spider/insurance_and_eClaims/0016,,11,5,1,19,83
spider/insurance_and_eClaims/0017,,27,6,2,31,106
spider/insurance_and_eClaims/0018,,12,4,1,3,9
spider/insurance_and_eClaims/0019,,8,5,1,16,76
spider/insurance_and_eClaims/0020,,32,6,2,31,106
spider/insurance_fnol/0001,,6,3,1,30,60
spider/insurance_fnol/0002,,12,3,1,19,49
spider/insurance_fnol/0003,,13,3,1,16,46
spider/insurance_fnol/0004,,23,3,1,20,50
spider/insurance_fnol/0005,,14,3,1,17,47
spider/insurance_fnol/0006,,13,4,1,11,42
spider/insurance_fnol/0007,,28,5,2,12,37
spider/insurance_fnol/0008,,30,5,2,21,71
spider/insurance_fnol/0009,,25,5,2,30,87
spider/insurance_fnol/0010,,27,5,2,30,87
spider/insurance_fnol/0011,,37,7,3,45,132
spider/insurance_fnol/0012,,62,7,3,46,133
spider/insurance_fnol/0013,,9,2,1,8,12
spider/insurance_fnol/0014,,6,2,1,5,9
spider/insurance_fnol/0015,,25,5,2,32,68
spider/insurance_fnol/0016,,45,6,3,28,68
spider/insurance_fnol/0018,,12,2,1,16,31
spider/insurance_fnol/0019,,13,4,1,11,42
spider/insurance_fnol/0020,,12,2,1,30,60
spider/insurance_fnol/0021,,30,5,2,31,90
spider/insurance_policies/0001,,68,8,2,32,199
spider/insurance_policies/0002,,66,11,3,46,197
spider/insurance_policies/0003,,15,5,1,30,120
spider/insurance_policies/0004,,14,6,1,16,92
spider/insurance_policies/0005,,14,6,1,16,92
spider/insurance_policies/0006,,21,6,1,21,102
spider/insurance_policies/0007,,18,6,1,22,97
spider/insurance_policies/0008,,25,8,2,39,213
spider/insurance_policies/0009,,34,8,2,31,198
spider/insurance_policies/0010,,31,8,2,31,197
spider/insurance_policies/0011,,11,6,1,16,91
spider/insurance_policies/0012,,8,7,1,16,106
spider/insurance_policies/0013,,32,6,2,34,113
spider/insurance_policies/0014,,9,7,1,30,135
spider/insurance_policies/0015,,13,5,1,16,76
spider/insurance_policies/0016,,13,5,1,16,76
spider/insurance_policies/0017,,8,5,1,16,76
spider/insurance_policies/0018,,6,2,1,30,45
spider/insurance_policies/0019,,13,5,1,16,76
spider/insurance_policies/0020,,6,7,1,16,106
spider/insurance_policies/0021,,18,5,1,19,87
spider/insurance_policies/0022,,25,6,2,34,109
spider/insurance_policies/0023,,36,8,2,35,210
spider/insurance_policies/0024,,8,6,1,16,91
spider/journal_committee/0001,,6,3,1,10,28
spider/journal_committee/0002,,9,3,1,18,36
spider/journal_committee/0003,,9,3,1,18,45
spider/journal_committee/0004,,12,3,1,14,32
spider/journal_committee/0005,,19,3,1,11,29
spider/journal_committee/0006,,11,3,1,10,28
spider/journal_committee/0007,,11,3,1,18,45
spider/journal_committee/0008,,13,3,1,10,28
spider/journal_committee/0009,,6,4,1,32,80
spider/journal_committee/0010,,34,8,3,39,126
spider/journal_committee/0011,,42,8,3,39,133
spider/journal_committee/0012,,37,8,3,37,117
spider/journal_committee/0013,,29,5,2,22,66
spider/journal_committee/0014,,28,5,2,17,49
spider/journal_committee/0015,,15,5,2,19,51
spider/journal_committee/0016,,39,6,2,32,112
spider/journal_committee/0017,,28,6,2,24,86
spider/loan_1/0001,,6,5,1,5,21
spider/loan_1/0002,,8,5,1,5,21
spider/loan_1/0003,,14,5,1,5,21
spider/loan_1/0004,,14,5,1,5,21
spider/loan_1/0005,,8,5,1,5,21
spider/loan_1/0006,,15,5,1,5,22
spider/loan_1/0007,,12,5,1,6,22
spider/loan_1/0008,,9,8,1,6,27
spider/loan_1/0009,,28,11,2,8,41
spider/loan_1/0010,,18,8,1,4,27
spider/loan_1/0011,,8,5,1,5,21
spider/loan_1/0012,,8,5,1,5,21
spider/loan_1/0013,,8,8,1,4,25
spider/loan_1/0014,,15,8,1,5,28
spider/loan_1/0015,,21,8,1,4,25
spider/loan_1/0017,,18,8,1,4,25
spider/loan_1/0018,,32,11,2,8,41
spider/loan_1/0019,,50,11,2,7,40
spider/loan_1/0020,,18,8,1,5,26
spider/loan_1/0021,,11,5,1,5,21
spider/loan_1/0022,,11,8,1,4,25
spider/loan_1/0023,,17,8,1,4,27
spider/loan_1/0024,,30,11,2,7,40
spider/loan_1/0025,,15,5,1,5,21
spider/loan_1/0026,,19,8,1,5,28
spider/loan_1/0027,,19,8,1,4,26
spider/loan_1/0028,,27,9,2,10,41
spider/loan_1/0029,,28,11,2,7,40
spider/loan_1/0030,,35,11,2,7,41
spider/loan_1/0031,,30,9,2,8,36
spider/loan_1/0032,,48,14,3,11,60
spider/loan_1/0033,,19,9,2,10,38
spider/loan_1/0034,,23,11,2,8,43
spider/loan_1/0035,,25,11,2,7,40
spider/loan_1/0036,,30,9,2,8,37
spider/loan_1/0037,,37,14,3,12,61
spider/loan_1/0038,,28,9,2,8,36
spider/loan_1/0039,,16,11,2,7,40
spider/loan_1/0040,,17,11,2,7,40
spider/local_govt_and_lot/0001,,25,7,2,41,157
spider/local_govt_and_lot/0002,,26,6,2,22,73
spider/local_govt_and_lot/0003,,32,8,2,37,185
spider/local_govt_and_lot/0004,,34,10,2,27,140
spider/local_govt_and_lot/0005,,27,7,2,33,129
spider/local_govt_and_lot/0006,,32,7,2,29,110
spider/local_govt_and_lot/0007,,27,7,2,41,147
spider/local_govt_and_lot/0008,,34,8,2,34,172
spider/local_govt_and_lot/0009,,38,7,2,41,145
spider/local_govt_and_lot/0010,,28,7,2,31,121
spider/local_govt_and_lot/0011,,8,3,1,19,55
spider/local_govt_and_lot/0012,,12,3,1,4,10
spider/local_govt_and_lot/0013,,8,5,1,16,76
spider/local_govt_and_lot/0014,,12,5,1,17,77
spider/local_govt_and_lot/0015,,12,6,1,26,117
spider/local_govt_and_lot/0016,,15,7,2,29,109
spider/local_govt_and_lot/0017,,6,5,1,18,78
spider/local_govt_in_alabama/0001,,26,4,2,24,58
spider/local_govt_in_alabama/0002,,32,4,2,38,91
spider/local_govt_in_alabama/0003,,29,4,2,43,111
spider/local_govt_in_alabama/0004,,12,3,1,30,90
spider/local_govt_in_alabama/0005,,12,3,1,16,46
spider/local_govt_in_alabama/0006,,9,2,1,8,12
spider/local_govt_in_alabama/0007,,9,3,1,30,75
spider/local_govt_in_alabama/0008,,25,4,2,34,82
spider/local_govt_in_alabama/0009,,13,3,1,16,46
spider/local_govt_in_alabama/0010,,53,7,4,53,136
spider/local_govt_in_alabama/0011,,13,2,1,19,37
spider/local_govt_in_alabama/0012,,31,6,3,62,140
spider/local_govt_in_alabama/0013,,52,4,2,22,56
spider/local_govt_in_alabama/0014,,15,4,2,34,82
spider/local_govt_in_alabama/0015,,8,2,1,19,37
